,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
3239,2681,"Tyson, Nicola",Female,born 1960,1960.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/nicola-tyson-2681
3240,2082,"Tyzack, Michael",Male,1933–2007,1933.0,2007.0,"Sheffield, United Kingdom",,http://www.tate.org.uk/art/artists/michael-tyzack-2082
3241,2083,"Uecker, Gunther",Male,born 1930,1930.0,,"Mecklenburg, Deutschland",,http://www.tate.org.uk/art/artists/gunther-uecker-2083
3242,2084,"Uglow, Euan",Male,1932–2000,1932.0,2000.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/euan-uglow-2084
3243,2085,"Uhlig, Max",Male,born 1937,1937.0,,"Dresden, Deutschland",,http://www.tate.org.uk/art/artists/max-uhlig-2085
3244,2771,"Uklanski, Piotr",Male,born 1969,1968.0,,"Warszawa, Polska",,http://www.tate.org.uk/art/artists/piotr-uklanski-2771
3245,2782,"Ullman, Micha",Male,born 1939,1939.0,,"Tel Aviv-Yafo, Yisra'el",,http://www.tate.org.uk/art/artists/micha-ullman-2782
3246,2086,"Ulreich, Edward Buk",Male,1889 – 1966,1900.0,1966.0,"Koszeg, Magyarország","San Francisco, United States",http://www.tate.org.uk/art/artists/edward-buk-ulreich-2086
3247,2087,"Underwood, Leon",Male,1890–1975,1890.0,1975.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/leon-underwood-2087
3248,2463,"Underwood, Thomas Richard",Male,c.1772–1836,1772.0,1836.0,,,http://www.tate.org.uk/art/artists/thomas-richard-underwood-2463
3249,12965,Unknown,,,,,,,http://www.tate.org.uk/art/artists/unknown-12965
3250,2088,"Unwin, Francis",Male,1885–1925,1885.0,1925.0,"Stalbridge, United Kingdom","Norfolk, United Kingdom",http://www.tate.org.uk/art/artists/francis-unwin-2088
3251,2089,"Unwin, Marianne",Female,born 1930,1930.0,,United Kingdom,,http://www.tate.org.uk/art/artists/marianne-unwin-2089
3252,13751,"Unwin, Phoebe",Female,born 1979,1979.0,,"Cambridge, United Kingdom",,http://www.tate.org.uk/art/artists/phoebe-unwin-13751
3253,7285,"Upritchard, Francis",Female,born 1976,1976.0,,"New Plymouth, New Zealand",,http://www.tate.org.uk/art/artists/francis-upritchard-7285
3254,8875,"Uslé, Juan",Male,born 1954,1954.0,,"Santander, España",,http://www.tate.org.uk/art/artists/juan-usle-8875
3255,2090,"Utrillo, Maurice",Male,1883–1955,1883.0,1955.0,"Paris, France","Dax, France",http://www.tate.org.uk/art/artists/maurice-utrillo-2090
3256,560,"Uwins, Thomas",Male,1782–1857,1782.0,1857.0,,,http://www.tate.org.uk/art/artists/thomas-uwins-560
3257,17134,V.Ch.K.,,,,,,,http://www.tate.org.uk/art/artists/vchk-17134
3258,561,"Vacher, Charles",Male,1818–1883,1818.0,1883.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-vacher-561
3259,11947,"Vale, João Pedro",Male,born 1976,1976.0,,"Lisboa, Portugal",,http://www.tate.org.uk/art/artists/joao-pedro-vale-11947
3260,2091,"Valenti, Italo",Male,1912–1995,1912.0,1995.0,"Milano, Italia",,http://www.tate.org.uk/art/artists/italo-valenti-2091
3261,17036,"Valette, Adolphe",,1876 – 1942,1876.0,1942.0,,,http://www.tate.org.uk/art/artists/adolphe-valette-17036
3262,2092,"Vallotton, Félix",Male,1865–1925,1865.0,1925.0,"Lausanne, Schweiz","Paris, France",http://www.tate.org.uk/art/artists/felix-vallotton-2092
3263,2093,"Valoch, Jiri",Male,born 1946,1946.0,,"Brno, Ceská Republika",,http://www.tate.org.uk/art/artists/jiri-valoch-2093
3264,562,"Van Aken, Joseph",Male,c.1699–1749,1699.0,1749.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/joseph-van-aken-562
3265,2475,"Van Assen, Benedict Anthony",Male,1767–c.1817,1767.0,1817.0,,,http://www.tate.org.uk/art/artists/benedict-anthony-van-assen-2475
3266,11521,"Van Der Zee, James",Male,1886–1983,1886.0,1983.0,"Lenox, United States","Washington, United States",http://www.tate.org.uk/art/artists/james-van-der-zee-11521
3267,565,"Van Dyck, Sir Anthony",Male,1599–1641,1599.0,1641.0,"Antwerpen, België","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-anthony-van-dyck-565
3268,1052,"van Elk, Ger",Male,born 1941,1941.0,,"Amsterdam, Nederland",,http://www.tate.org.uk/art/artists/ger-van-elk-1052
3269,566,"Van Heemskerk, Egbert, III",Male,active c.1700–1744,1700.0,1744.0,,,http://www.tate.org.uk/art/artists/egbert-van-heemskerk-iii-566
3270,1505,"Van Leyden, Ernst",Male,1892–1969,1892.0,1969.0,"Rotterdam, Nederland","Versailles, France",http://www.tate.org.uk/art/artists/ernst-van-leyden-1505
3271,567,"Van Somer, Paul",Male,c.1577 or 1578–c.1621 or 22,1577.0,1621.0,"Antwerpen, België","London, United Kingdom",http://www.tate.org.uk/art/artists/paul-van-somer-567
3272,563,"Vanderbank, John",Male,1694–1739,1694.0,1739.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-vanderbank-563
3273,11827,"Vaney, Anna Lena",Female,born 1970,1970.0,,,,http://www.tate.org.uk/art/artists/anna-lena-vaney-11827
3274,2094,"Vantongerloo, Georges",Male,1886–1965,1886.0,1965.0,"Antwerpen, België","Paris, France",http://www.tate.org.uk/art/artists/georges-vantongerloo-2094
3275,17129,Vara,,,,,,,http://www.tate.org.uk/art/artists/vara-17129
3276,906,"Vardea, Chryssa",Female,1933–2013,1933.0,2013.0,"Athínai, Ellás",,http://www.tate.org.uk/art/artists/chryssa-vardea-906
3277,2792,"Varejao, Adriana",Female,born 1964,1964.0,,"Rio de Janeiro, Brasil",,http://www.tate.org.uk/art/artists/adriana-varejao-2792
3278,568,"Varley, Cornelius",Male,1781–1873,1781.0,1873.0,"Hackney, United Kingdom","Hampstead, United Kingdom",http://www.tate.org.uk/art/artists/cornelius-varley-568
3279,569,"Varley, John",Male,1778–1842,1778.0,1842.0,"Hackney, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-varley-569
3280,2464,"Varley, William Fleetwood",Male,1785–1856,1785.0,1856.0,"Hackney, United Kingdom","Ramsgate, United Kingdom",http://www.tate.org.uk/art/artists/william-fleetwood-varley-2464
3281,2095,"Vasarely, Victor",Male,1908–1997,1908.0,1997.0,"Pécs, Magyarország","Paris, France",http://www.tate.org.uk/art/artists/victor-vasarely-2095
3282,2096,"Vaughan, Keith",Male,1912–1977,1912.0,1977.0,"East Sussex, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/keith-vaughan-2096
3283,2097,"Vaux, Marc",Male,born 1932,1932.0,,"Swindon, United Kingdom",,http://www.tate.org.uk/art/artists/marc-vaux-2097
3284,2257,"Vedova, Emilio",Male,1919–2006,1919.0,2006.0,"Venezia, Italia","Venezia, Italia",http://www.tate.org.uk/art/artists/emilio-vedova-2257
3285,2098,"Velde, Bram van",Male,1895–1981,1895.0,1981.0,,"Grimaud, France",http://www.tate.org.uk/art/artists/bram-van-velde-2098
3286,2099,"Velickovic, Vladimir",Male,born 1935,1935.0,,"Beograd, Jugoslavija",,http://www.tate.org.uk/art/artists/vladimir-velickovic-2099
3287,2100,"Venard, Claude",Male,1913–1999,1913.0,1999.0,"Paris, France",,http://www.tate.org.uk/art/artists/claude-venard-2100
3288,7830,"Vercruysse, Jan",Male,born 1948,1948.0,,"Oostende, België",,http://www.tate.org.uk/art/artists/jan-vercruysse-7830
3289,2613,"Verelst, Harman",Male,1641 or 2 –1699,1641.0,1699.0,,,http://www.tate.org.uk/art/artists/harman-verelst-2613
3290,2101,"Verheyen, Jeff",Male,born 1932,1932.0,,,,http://www.tate.org.uk/art/artists/jeff-verheyen-2101
3291,2102,"Verlon, André",Male,1917 – 1993,1917.0,1993.0,Österreich,,http://www.tate.org.uk/art/artists/andre-verlon-2102
3292,2384,"Vermeiren, Didier",Male,born 1951,1951.0,,"Bruxelles, België",,http://www.tate.org.uk/art/artists/didier-vermeiren-2384
3293,570,"Verrio, Antonio",Male,1639–1707,1639.0,1707.0,"Lecce, Italia","Greater London, United Kingdom",http://www.tate.org.uk/art/artists/antonio-verrio-570
3294,2103,"Vézelay, Paule",Female,1892–1984,1892.0,1984.0,"Bristol, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/paule-vezelay-2103
3295,9909,"Vezzoli, Francesco",Male,born 1971,1971.0,,"Brescia, Italia",,http://www.tate.org.uk/art/artists/francesco-vezzoli-9909
3296,6856,"Vidokle, Anton",Male,born 1965,1965.0,,"Moskva, Rossiya",,http://www.tate.org.uk/art/artists/anton-vidokle-6856
3297,2104,"Vieira da Silva, Maria Helena",Female,1908–1992,1908.0,1992.0,"Lisboa, Portugal",,http://www.tate.org.uk/art/artists/maria-helena-vieira-da-silva-2104
3298,2651,"Vilaincour, Leon",Male,born 1923,1923.0,,"Kraków, Polska",,http://www.tate.org.uk/art/artists/leon-vilaincour-2651
3299,2106,"Villard, Antoine",Male,1867–1934,1867.0,1934.0,France,Paris,http://www.tate.org.uk/art/artists/antoine-villard-2106
3300,2748,"Villeglé, Jacques Mahé de la",Male,born 1926,1926.0,,"Quimper, France",,http://www.tate.org.uk/art/artists/jacques-mahe-de-la-villegle-2748
3301,2107,"Villers, Dee",,,,,,,http://www.tate.org.uk/art/artists/dee-villers-2107
3302,2333,"Viola, Bill",Male,born 1951,1951.0,,"New York, United States",,http://www.tate.org.uk/art/artists/bill-viola-2333
3303,4829,"Virtue, John",Male,born 1947,1947.0,,"Accrington, United Kingdom",,http://www.tate.org.uk/art/artists/john-virtue-4829
3304,2108,"Visser, Carel",Male,born 1928,1928.0,,"Papendrecht, Nederland",,http://www.tate.org.uk/art/artists/carel-visser-2108
3305,17732,"Vivares, Francis",,,,,,,http://www.tate.org.uk/art/artists/francis-vivares-17732
3306,12186,"Vlahos, Vangelis",Male,born 1971,1971.0,,"Athínai, Ellás",,http://www.tate.org.uk/art/artists/vangelis-vlahos-12186
3307,2109,"Vlaminck, Maurice de",Male,1876–1958,1876.0,1958.0,"Paris, France","Eure-et-Loir, France",http://www.tate.org.uk/art/artists/maurice-de-vlaminck-2109
3308,2110,"Vollon, Antoine",Male,1833–1900,1833.0,1900.0,"Lyon, France","Paris, France",http://www.tate.org.uk/art/artists/antoine-vollon-2110
3309,571,"Von Herkomer, Sir Hubert",Male,1849–1914,1849.0,1914.0,"Waal, Deutschland","Budleigh Salterton, United Kingdom",http://www.tate.org.uk/art/artists/sir-hubert-von-herkomer-571
3310,1672,"Von Motesiczky, Marie-Louise",Female,1906–1996,1906.0,1996.0,"Wien, Österreich",,http://www.tate.org.uk/art/artists/marie-louise-von-motesiczky-1672
3311,11893,"Vonna-Michell, Tris",Male,born 1982,1982.0,,"Rochford, United Kingdom",,http://www.tate.org.uk/art/artists/tris-vonna-michell-11893
3312,2111,"Vordemberge-Gildewart, Friedrich",Male,1899–1962,1899.0,1962.0,"Osnabrück, Deutschland","Ulm, Deutschland",http://www.tate.org.uk/art/artists/friedrich-vordemberge-gildewart-2111
3313,2112,"Vuillard, Edouard",Male,1868–1940,1868.0,1940.0,"Cuiseaux, France","Baule, la, France",http://www.tate.org.uk/art/artists/edouard-vuillard-2112
3314,1236,"Vuong, Ha van",Female,born 1914,1914.0,,Viet Nam,,http://www.tate.org.uk/art/artists/ha-van-vuong-1236
3315,573,"Wade, Thomas",Male,1828–1891,1828.0,1891.0,United States,"London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-wade-573
3316,2113,"Wadsworth, Edward",Male,1889–1949,1889.0,1949.0,"Cleckheaton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/edward-wadsworth-2113
3317,11825,"Wagener, Imke",,born 1971,1971.0,,,,http://www.tate.org.uk/art/artists/imke-wagener-11825
3318,574,"Wainwright, John",Male,active 1845–1873,1845.0,1873.0,,,http://www.tate.org.uk/art/artists/john-wainwright-574
3319,14825,"Wakely, Shelagh",,1932–2011,1932.0,2011.0,,,http://www.tate.org.uk/art/artists/shelagh-wakely-14825
3320,2465,"Wale, Samuel",Male,?1721–1786,1721.0,1786.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-wale-2465
3321,2583,"Walker, Anthony",Male,1726–1765,1726.0,1765.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/anthony-walker-2583
3322,2114,"Walker, Arthur G",Male,1861–1939,1861.0,1939.0,"London, United Kingdom","Bournemouth, United Kingdom",http://www.tate.org.uk/art/artists/arthur-g-walker-2114
3323,2115,"Walker, Dame Ethel",Female,1861–1951,1861.0,1951.0,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/dame-ethel-walker-2115
3324,575,"Walker, Frederick",Male,1840–1875,1840.0,1875.0,"London, United Kingdom","Saint Fillans, United Kingdom",http://www.tate.org.uk/art/artists/frederick-walker-575
3325,2116,"Walker, John",Male,born 1939,1939.0,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/john-walker-2116
3326,2674,"Walker, Kara",Female,born 1969,1969.0,,"Stockton, United States",,http://www.tate.org.uk/art/artists/kara-walker-2674
3327,16207,"Walker, Kelley",Male,born 1969,1969.0,,"Columbus, United States",,http://www.tate.org.uk/art/artists/kelley-walker-16207
3328,2117,"Wall, Brian",Male,born 1931,1931.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/brian-wall-2117
3329,2359,"Wall, Jeff",Male,born 1946,1946.0,,"Vancouver, Canada",,http://www.tate.org.uk/art/artists/jeff-wall-2359
3330,576,"Waller, Samuel",Male,1850–1903,1850.0,1903.0,"Gloucester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-waller-576
3331,2378,"Wallinger, Mark",Male,born 1959,1959.0,,"Chigwell, United Kingdom",,http://www.tate.org.uk/art/artists/mark-wallinger-2378
3332,577,"Wallis, Alfred",Male,1855–1942,1855.0,1942.0,"Devonport, United Kingdom","Cornwall, United Kingdom",http://www.tate.org.uk/art/artists/alfred-wallis-577
3333,578,"Wallis, Henry",Male,1830–1916,1830.0,1916.0,"London, United Kingdom","Croydon, United Kingdom",http://www.tate.org.uk/art/artists/henry-wallis-578
3334,2118,"Walmsley, William",Male,born 1931,1931.0,,,,http://www.tate.org.uk/art/artists/william-walmsley-2118
3335,2119,"Walton, Edward Arthur",Male,1860–1922,1860.0,1922.0,"Renfrew, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/edward-arthur-walton-2119
3336,579,"Walton, Henry",Male,1746–1813,1746.0,1813.0,"Norfolk, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/henry-walton-579
3337,2717,"Ward, David",Male,born 1951,1951.0,,"Wolverhampton, United Kingdom",,http://www.tate.org.uk/art/artists/david-ward-2717
3338,580,"Ward, Edward Matthew",Male,1816–1879,1816.0,1879.0,"London, United Kingdom","Windsor, United Kingdom",http://www.tate.org.uk/art/artists/edward-matthew-ward-580
3339,581,"Ward, James",Male,1769–1859,1769.0,1859.0,"London, United Kingdom","Cheshunt, United Kingdom",http://www.tate.org.uk/art/artists/james-ward-581
3340,2655,"Ward, John",Male,1917–2007,1917.0,2007.0,"Hereford, United Kingdom","Ashford, United Kingdom",http://www.tate.org.uk/art/artists/john-ward-2655
3341,13286,"Wardill, Emily",Female,born 1977,1977.0,,"Great Britain, United Kingdom",,http://www.tate.org.uk/art/artists/emily-wardill-13286
3342,2120,"Wardle, Arthur",Male,1864–1949,1864.0,1949.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-wardle-2120
3343,2121,"Warhol, Andy",Male,1928–1987,1928.0,1987.0,"Pittsburgh, United States","New York, United States",http://www.tate.org.uk/art/artists/andy-warhol-2121
3344,2122,"Warren, Michael",Male,born 1938,1938.0,,United Kingdom,,http://www.tate.org.uk/art/artists/michael-warren-2122
3345,9134,"Warren, Rebecca",Female,born 1965,1965.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/rebecca-warren-9134
3346,582,"Waterford, Louisa Anne, Marchioness of",Female,1818–1891,1818.0,1891.0,"Paris, France","Ford, United Kingdom",http://www.tate.org.uk/art/artists/louisa-anne-marchioness-of-waterford-582
3347,583,"Waterhouse, John William",Male,1849–1917,1849.0,1917.0,"Roma, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/john-william-waterhouse-583
3348,584,"Waterlow, Sir Ernest Albert",Male,1850–1919,1850.0,1919.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-ernest-albert-waterlow-584
3349,2123,"Watson, Harry",Male,1871–1936,1871.0,1936.0,"Scarborough, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/harry-watson-2123
3350,2466,"Watson, John Dawson",Male,1832–1892,1832.0,1892.0,"Sedbergh, United Kingdom","Conwy, United Kingdom",http://www.tate.org.uk/art/artists/john-dawson-watson-2466
3351,2004,"Watson, Lyall",Male,1908–1994,1908.0,1994.0,,,http://www.tate.org.uk/art/artists/lyall-watson-2004
3352,2125,"Watt, George Fiddes",Male,1873–1960,1873.0,1960.0,"Aberdeen, United Kingdom","Aberdeen, United Kingdom",http://www.tate.org.uk/art/artists/george-fiddes-watt-2125
3353,585,"Watts, Frederick Waters",Male,1800–1870,1800.0,1870.0,,,http://www.tate.org.uk/art/artists/frederick-waters-watts-585
3354,586,"Watts, George Frederic",Male,1817–1904,1817.0,1904.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/george-frederic-watts-586
3355,2648,"Wearing, OBE Gillian",Female,born 1963,1963.0,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/gillian-wearing-obe-2648
3356,587,"Weaver, Thomas",Male,1774 or 5–1843,1774.0,1843.0,,,http://www.tate.org.uk/art/artists/thomas-weaver-587
3357,2126,"Webb, Boyd",Male,born 1947,1947.0,,"Christchurch, New Zealand",,http://www.tate.org.uk/art/artists/boyd-webb-2126
3358,4736,"Webb, Gary",Male,born 1973,1973.0,,"Dorset, United Kingdom",,http://www.tate.org.uk/art/artists/gary-webb-4736
3359,588,"Webb, James",Male,c.1825–1895,1825.0,1895.0,"Chelsea, United Kingdom",,http://www.tate.org.uk/art/artists/james-webb-588
3360,589,"Webb, Philip",Male,1831–1915,1831.0,1915.0,"Oxford, United Kingdom","Crawley, United Kingdom",http://www.tate.org.uk/art/artists/philip-webb-589
3361,590,"Webster, Thomas",Male,1800–1886,1800.0,1886.0,"London, United Kingdom","Cranbrook, United Kingdom",http://www.tate.org.uk/art/artists/thomas-webster-590
3362,10651,"Wedemeyer, Clemens von",Male,born 1974,1974.0,,"Göttingen, Deutschland",,http://www.tate.org.uk/art/artists/clemens-von-wedemeyer-10651
3363,591,"Weekes, Henry",Male,1807–1877,1807.0,1877.0,Canterbury,"Kent, United Kingdom",http://www.tate.org.uk/art/artists/henry-weekes-591
3364,14213,"Weerasethakul, Apichatpong",Male,born 1970,1970.0,,"Krung Thep, Prathet Thai",,http://www.tate.org.uk/art/artists/apichatpong-weerasethakul-14213
3365,2127,"Wegner, Nicholas",Male,born 1948,1948.0,,United Kingdom,,http://www.tate.org.uk/art/artists/nicholas-wegner-2127
3366,2128,"Weight, Carel",Male,1908–1997,1908.0,1997.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/carel-weight-2128
3367,7743,"Weiner, Lawrence",Male,born 1942,1942.0,,"Bronx, United States",,http://www.tate.org.uk/art/artists/lawrence-weiner-7743
3368,2758,"Weiss, David",Male,1946–2012,1946.0,2012.0,"Zürich, Schweiz",,http://www.tate.org.uk/art/artists/david-weiss-2758
3369,2206,"Welch, Denton",Male,1915–1948,1915.0,1948.0,"Shanghai, Zhonghua",,http://www.tate.org.uk/art/artists/denton-welch-2206
3370,2129,"Wellington, Hubert L.",Male,1879–1967,1879.0,1967.0,"Gloucester, United Kingdom",,http://www.tate.org.uk/art/artists/hubert-l-wellington-2129
3371,592,"Wells, Henry Tanworth",Male,1828–1903,1828.0,1903.0,"London, United Kingdom",Kensington,http://www.tate.org.uk/art/artists/henry-tanworth-wells-592
3372,593,"Wells, Joanna Mary",Female,1831–1861,1831.0,1861.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/joanna-mary-wells-593
