,id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
1452,1285,"Hill, Derek",Male,1916–2000,1916.0,2000.0,"Southampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/derek-hill-1285
1453,2376,"Hill, Gary",Male,born 1951,1951.0,,"Santa Monica, United States",,http://www.tate.org.uk/art/artists/gary-hill-2376
1454,258,"Hill, John",Male,c.1780–1841,1780.0,1841.0,"London, United Kingdom","Clarksville, United States",http://www.tate.org.uk/art/artists/john-hill-258
1455,1286,"Hiller, Susan",Female,born 1940,1940.0,,"New York, United States",,http://www.tate.org.uk/art/artists/susan-hiller-1286
1456,1287,"Hilliard, John",Male,born 1945,1945.0,,"Lancaster, United Kingdom",,http://www.tate.org.uk/art/artists/john-hilliard-1287
1457,259,"Hilliard, Nicholas",Male,c.1547–1619,1547.0,1619.0,"Exeter, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/nicholas-hilliard-259
1458,1288,"Hillier, Tristram",Male,1905–1983,1905.0,1983.0,"Beijing, Zhonghua","Somerset, United Kingdom",http://www.tate.org.uk/art/artists/tristram-hillier-1288
1459,260,"Hills, Robert",Male,1769–1844,1769.0,1844.0,"Islington, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-hills-260
1460,1289,"Hilton, Roger",Male,1911–1975,1911.0,1975.0,"Northwood, United Kingdom","Cornwall, United Kingdom",http://www.tate.org.uk/art/artists/roger-hilton-1289
1461,261,"Hilton, William, the Younger",Male,1786–1839,1786.0,1839.0,"Lincoln, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-hilton-the-younger-261
1462,2356,"Himid, Lubaina",Female,born 1954,1954.0,,"Zanzibar, Tanzania",,http://www.tate.org.uk/art/artists/lubaina-himid-2356
1463,9519,"Hincks, Gary",Male,,,,,,http://www.tate.org.uk/art/artists/gary-hincks-9519
1464,9074,"Hine, Lewis",Male,1874–1940,1874.0,1940.0,"Oshkosh, United States","Hastings-on-Hudson, United States",http://www.tate.org.uk/art/artists/lewis-w-hine-9074
1465,7255,"Hiorns, Roger",Male,born 1975,1975.0,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/roger-hiorns-7255
1466,15975,"Hirata, Minoru",Male,born 1930,1930.0,,"Tokyo, Nihon",,http://www.tate.org.uk/art/artists/minoru-hirata-15975
1467,6254,"Hirschhorn, Thomas",Male,born 1957,1957.0,,"Bern, Schweiz",,http://www.tate.org.uk/art/artists/thomas-hirschhorn-6254
1468,2308,"Hirst, Damien",Male,born 1965,1965.0,,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/damien-hirst-2308
1469,1290,"Hirst, Derek",Male,1930–2006,1930.0,2006.0,"Doncaster, United Kingdom","Chichester, United Kingdom",http://www.tate.org.uk/art/artists/derek-hirst-1290
1470,1291,"Hitchens, Ivon",Male,1893–1979,1893.0,1979.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/ivon-hitchens-1291
1471,12497,"Hlobo, Nicholas",Male,born 1975,1975.0,,"Cape Town, South Africa",,http://www.tate.org.uk/art/artists/nicholas-hlobo-12497
1472,2559,"Hoare, Prince",Male,1755–1834,1755.0,1834.0,,"Brighton, United Kingdom",http://www.tate.org.uk/art/artists/prince-hoare-2559
1473,2509,"Hoare, Sir Richard Colt",Male,1758–1838,1758.0,1838.0,"Surrey, United Kingdom","Wiltshire, United Kingdom",http://www.tate.org.uk/art/artists/sir-richard-colt-hoare-2509
1474,262,"Hoare, William",Male,c.1707–1792,1707.0,1792.0,"Eye, United Kingdom","Bath, United Kingdom",http://www.tate.org.uk/art/artists/william-hoare-262
1475,1292,"Hobbs, Peter",Male,1930–1994,1930.0,1994.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-hobbs-1292
1476,1293,"Hockney, David",Male,born 1937,1937.0,,"Bedford, United Kingdom",,http://www.tate.org.uk/art/artists/david-hockney-1293
1477,7335,"Hodges, Jim",Male,born 1957,1957.0,,"Spokane, United States",,http://www.tate.org.uk/art/artists/jim-hodges-7335
1478,263,"Hodges, William",Male,1744–1797,1744.0,1797.0,"London, United Kingdom","Brixham, United Kingdom",http://www.tate.org.uk/art/artists/william-hodges-263
1479,1294,"Hodgkin, Eliot",Male,1905–1987,1905.0,1987.0,"Purley, United Kingdom",,http://www.tate.org.uk/art/artists/eliot-hodgkin-1294
1480,1295,"Hodgkin, Howard",Male,born 1932,1932.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/howard-hodgkin-1295
1481,1296,"Hodgkins, Frances",Female,1869–1947,1869.0,1947.0,"Dunedin, New Zealand","Dorchester, United Kingdom",http://www.tate.org.uk/art/artists/frances-hodgkins-1296
1482,5119,"Höfer, Candida",Female,born 1944,1944.0,,"Eberswalde, Deutschland",,http://www.tate.org.uk/art/artists/candida-hofer-5119
1483,264,"Hofland, Thomas Christopher",Male,1777–1843,1777.0,1843.0,,,http://www.tate.org.uk/art/artists/thomas-christopher-hofland-264
1484,1297,"Hoflehner, Rudolf",Male,1916–1995,1916.0,1995.0,"Linz, Österreich",,http://www.tate.org.uk/art/artists/rudolf-hoflehner-1297
1485,1298,"Hofmann, Hans",Male,1880–1966,1880.0,1966.0,"Weissenberg, Deutschland","New York, United States",http://www.tate.org.uk/art/artists/hans-hofmann-1298
1486,1299,"Hogarth, Paul",Male,1917–2001,1917.0,2001.0,"Kendal, United Kingdom","Cirencester, United Kingdom",http://www.tate.org.uk/art/artists/paul-hogarth-1299
1487,265,"Hogarth, William",Male,1697–1764,1697.0,1764.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-hogarth-265
1488,1300,"Hokanson, Lars",Male,born 1942,1942.0,,,,http://www.tate.org.uk/art/artists/lars-hokanson-1300
1489,266,"Holbein, Hans, the Younger",Male,1497 or 98–1543,1497.0,1543.0,"Augsburg, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/hans-holbein-the-younger-266
1490,1301,"Holden, Cliff",Male,born 1919,1919.0,,"Manchester, United Kingdom",,http://www.tate.org.uk/art/artists/cliff-holden-1301
1491,3178,"Holdsworth, Dan",Male,born 1974,1974.0,,"Welwyn Garden City, United Kingdom",,http://www.tate.org.uk/art/artists/dan-holdsworth-3178
1492,267,"Holl, Frank",Male,1845–1888,1845.0,1888.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frank-holl-267
1493,1302,"Holland, Harry",Male,born 1941,1941.0,,"Glasgow, United Kingdom",,http://www.tate.org.uk/art/artists/harry-holland-1302
1494,268,"Holland, James",Male,1799–1870,1799.0,1870.0,"Staffordshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-holland-268
1495,6253,"Höller, Carsten",Male,born 1961,1961.0,,"Bruxelles, België",,http://www.tate.org.uk/art/artists/carsten-holler-6253
1496,269,"Holloway, Charles Edward",Male,1838–1897,1838.0,1897.0,"Christchurch, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-edward-holloway-269
1497,1303,"Hollweg, Alexander",Male,born 1936,1936.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/alexander-hollweg-1303
1498,270,"Holman, Francis",Male,active 1767–1790,1767.0,1790.0,,,http://www.tate.org.uk/art/artists/francis-holman-270
1499,1304,"Holmes, Sir Charles John",Male,1868–1936,1868.0,1936.0,"Preston, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-charles-john-holmes-1304
1500,271,"Holmes, Sir Richard Rivington",Male,1835–1911,1835.0,1911.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-richard-rivington-holmes-271
1501,1305,"Holroyd, Sir Charles",Male,1861–1917,1861.0,1917.0,"Leeds, United Kingdom","Weybridge, United Kingdom",http://www.tate.org.uk/art/artists/sir-charles-holroyd-1305
1502,572,"Holst, Theodor von",Male,1810–1844,1810.0,1844.0,,,http://www.tate.org.uk/art/artists/theodor-von-holst-572
1503,1306,"Holt, Lilian",Female,1898–1983,1898.0,1983.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/lilian-holt-1306
1504,272,"Holworthy, James",Male,1781–1841,1781.0,1841.0,,,http://www.tate.org.uk/art/artists/james-holworthy-272
1505,15525,"Holyhead, Robert",Male,born 1974,1974.0,,"Trowbridge, United Kingdom",,http://www.tate.org.uk/art/artists/robert-holyhead-15525
1506,1307,"Holzer, Jenny",Female,born 1950,1950.0,,"Gallipolis, United States",,http://www.tate.org.uk/art/artists/jenny-holzer-1307
1507,1308,"Hone, Evie",Female,1894–1955,1894.0,1955.0,"Dublin, Éire","Dublin, Éire",http://www.tate.org.uk/art/artists/evie-hone-1308
1508,273,"Hone, Nathaniel",Male,1718–1784,1718.0,1784.0,"Dublin, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/nathaniel-hone-273
1509,274,"Hone, Nathaniel",Male,1831–1917,1831.0,1917.0,"Dublin, Éire","Dublin, Éire",http://www.tate.org.uk/art/artists/nathaniel-hone-274
1510,2510,"Hook, Dr Richard",Male,1635–1703,1635.0,1703.0,,,http://www.tate.org.uk/art/artists/dr-richard-hook-2510
1511,275,"Hook, James Clarke",Male,1819–1907,1819.0,1907.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/james-clarke-hook-275
1512,276,"Hoppner, John",Male,1758–1810,1758.0,1810.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-hoppner-276
1513,12116,"Hopton, Georgie",Female,born 1967,1967.0,,"North Yorkshire, United Kingdom",,http://www.tate.org.uk/art/artists/georgie-hopton-12116
1514,2193,"Hopwood, Henry Silkstone",Male,1860–1914,1860.0,1914.0,"Leicester, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/henry-silkstone-hopwood-2193
1515,17201,"Hore, Somnath",Male,1921–2006,1921.0,2006.0,"Chittagong, Bangladesh",,http://www.tate.org.uk/art/artists/somnath-hore-17201
1516,14423,"Hori, Fusao",Male,1897–1982,1897.0,1982.0,"Ina, Nihon","Tokyo, Nihon",http://www.tate.org.uk/art/artists/fusao-hori-14423
1517,2269,"Horn, Rebecca",Female,born 1944,1944.0,,"Michelstadt, Deutschland",,http://www.tate.org.uk/art/artists/rebecca-horn-2269
1518,2402,"Horn, Roni",Female,born 1955,1955.0,,"New York, United States",,http://www.tate.org.uk/art/artists/roni-horn-2402
1519,1309,"Hornel, Edward Atkinson",Male,1864–1933,1864.0,1933.0,"Bacchus Marsh, Australia","Kirkcudbright, United Kingdom",http://www.tate.org.uk/art/artists/edward-atkinson-hornel-1309
1520,2318,"Horsfield, Craigie",Male,born 1949,1949.0,,"Cambridge, United Kingdom",,http://www.tate.org.uk/art/artists/craigie-horsfield-2318
1521,277,"Horsley, John Callcott",Male,1817–1903,1817.0,1903.0,"London, United Kingdom","Cranbrook, United Kingdom",http://www.tate.org.uk/art/artists/john-callcott-horsley-277
1522,1310,"Horton, Percy",Male,1897–1970,1897.0,1970.0,"Brighton, United Kingdom",,http://www.tate.org.uk/art/artists/percy-horton-1310
1523,1311,"Hoskin, John",Male,1921–1990,1921.0,1990.0,"Cheltenham, United Kingdom",,http://www.tate.org.uk/art/artists/john-hoskin-1311
1524,278,"Houghton, Arthur Boyd",Male,1836–1875,1836.0,1875.0,"Kotagiri, Bharat","London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-boyd-houghton-278
1525,1312,"House, Gordon",Male,1932–2004,1932.0,2004.0,"Pontardawe, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/gordon-house-1312
1526,1314,"Houshiary, Shirazeh",Female,born 1955,1955.0,,"Shiraz, Îran",,http://www.tate.org.uk/art/artists/shirazeh-houshiary-1314
1527,1313,"Housman, Laurence",Male,1861–1959,1861.0,1959.0,"Bromsgrove, United Kingdom","Glastonbury, United Kingdom",http://www.tate.org.uk/art/artists/laurence-housman-1313
1528,1315,"Houthuesen, Albert",Male,1903–1979,1903.0,1979.0,"Amsterdam, Nederland",,http://www.tate.org.uk/art/artists/albert-houthuesen-1315
1529,1316,"How, Beatrice",Female,1867–1932,1867.0,1932.0,"Bideford, United Kingdom","Hoddesdon, United Kingdom",http://www.tate.org.uk/art/artists/beatrice-how-1316
1530,279,"Howard, Henry",Male,1769–1847,1769.0,1847.0,"London, United Kingdom","Oxford, United Kingdom",http://www.tate.org.uk/art/artists/henry-howard-279
1531,1317,"Howell, Peter",Male,born 1932,1932.0,,"Caernarfon, United Kingdom",,http://www.tate.org.uk/art/artists/peter-howell-1317
1532,280,"Howitt, Samuel",Male,1756–1822,1756.0,1822.0,,"London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-howitt-280
1533,2204,"Howson, Peter",Male,born 1958,1958.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/peter-howson-2204
1534,1318,"Hoyland, John",Male,1934–2011,1934.0,2011.0,"Sheffield, United Kingdom",,http://www.tate.org.uk/art/artists/john-hoyland-1318
1535,1319,"Hubbard, John",Male,born 1931,1931.0,,"Ridgefield, United States",,http://www.tate.org.uk/art/artists/john-hubbard-1319
1536,2303,"Hubert, Edgar",Male,1906–1985,1906.0,1985.0,"Billingshurst, United Kingdom","Seaford, United Kingdom",http://www.tate.org.uk/art/artists/edgar-hubert-2303
1537,3111,"Hudson, Anna Hope",Female,1869–1957,1869.0,1957.0,"New York, United States",,http://www.tate.org.uk/art/artists/anna-hope-hudson-3111
1538,281,"Hudson, Thomas",Male,1701–1779,1701.0,1779.0,"Devon, United Kingdom","Twickenham, United Kingdom",http://www.tate.org.uk/art/artists/thomas-hudson-281
1539,1320,"Huebler, Douglas",Male,1924–1997,1924.0,1997.0,"Ann Arbor, United States","Truro, United States",http://www.tate.org.uk/art/artists/douglas-huebler-1320
1540,13334,"Huerta, Enrique",,,,,,,http://www.tate.org.uk/art/artists/enrique-huerta-13334
1541,282,"Huggins, William",Male,1820–1884,1820.0,1884.0,"Liverpool, United Kingdom","Cheshire, United Kingdom",http://www.tate.org.uk/art/artists/william-huggins-282
1542,283,"Hughes, Arthur",Male,1832–1915,1832.0,1915.0,"London, United Kingdom","Kew, United Kingdom",http://www.tate.org.uk/art/artists/arthur-hughes-283
1543,1321,"Hughes, Malcolm",Male,1920–1997,1920.0,1997.0,"Manchester, United Kingdom",,http://www.tate.org.uk/art/artists/malcolm-hughes-1321
1544,1322,"Hughes, Patrick",Male,born 1939,1939.0,,"Birmingham, United Kingdom",,http://www.tate.org.uk/art/artists/patrick-hughes-1322
1545,1323,"Hughes-Stanton, Blair",Male,1902–1981,1902.0,1981.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/blair-hughes-stanton-1323
1546,1324,"Hughes-Stanton, Sir Herbert",Male,1870–1937,1870.0,1937.0,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-herbert-hughes-stanton-1324
1547,8146,"Hugo, Valentine",Female,1887–1968,1887.0,1968.0,,"Paris, France",http://www.tate.org.uk/art/artists/valentine-hugo-8146
1548,2605,"Hugonin, James",Male,born 1950,1950.0,,"Barnard Castle, United Kingdom",,http://www.tate.org.uk/art/artists/james-hugonin-2605
1549,2391,"Hulbert, Thelma",Female,1913–1995,1913.0,1995.0,"Bath, United Kingdom",,http://www.tate.org.uk/art/artists/thelma-hulbert-2391
1550,14367,"Hulusi, Mustafa",Male,born 1971,1971.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/mustafa-hulusi-14367
1551,2403,"Hume, Gary",Male,born 1962,1962.0,,"Kent, United Kingdom",,http://www.tate.org.uk/art/artists/gary-hume-2403
1552,284,"Humphry, Ozias",Male,1742–1810,1742.0,1810.0,"Honiton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ozias-humphry-284
1553,13685,"Huner, Emre",Male,born 1977,1977.0,,"Istanbul, Türkiye",,http://www.tate.org.uk/art/artists/emre-huner-13685
1554,285,"Hunt, Alfred William",Male,1830–1896,1830.0,1896.0,"Liverpool, United Kingdom",,http://www.tate.org.uk/art/artists/alfred-william-hunt-285
1555,3284,"Hunt, Kay",Female,1933–2001,1933.0,2001.0,,,http://www.tate.org.uk/art/artists/kay-hunt-3284
1556,1325,"Hunt, Walter",Male,1861–1941,1861.0,1941.0,,,http://www.tate.org.uk/art/artists/walter-hunt-1325
1557,286,"Hunt, William Henry",Male,1790–1864,1790.0,1864.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-henry-hunt-286
1558,287,"Hunt, William Holman",Male,1827–1910,1827.0,1910.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-holman-hunt-287
1559,288,"Hunter, Colin",Male,1841–1904,1841.0,1904.0,"Glasgow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/colin-hunter-288
1560,1327,"Hunter, Leslie",Male,1877–1931,1877.0,1931.0,"Rothesay, United Kingdom","Glasgow, United Kingdom",http://www.tate.org.uk/art/artists/leslie-hunter-1327
1561,289,"Hurlstone, Frederick Yeates",Male,1800–1869,1800.0,1869.0,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-yeates-hurlstone-289
1562,1328,"Hurry, Leslie",Male,1909–1978,1909.0,1978.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/leslie-hurry-1328
1563,290,"Huskisson, Robert",Male,?1820–1861,1820.0,1861.0,"Nottinghamshire, United Kingdom",,http://www.tate.org.uk/art/artists/robert-huskisson-290
1564,2431,"Hussey, Giles",Male,1710–1788,1710.0,1788.0,,,http://www.tate.org.uk/art/artists/giles-hussey-2431
1565,1329,"Hutchinson, Louise",Female,1882–1968,1882.0,1968.0,,,http://www.tate.org.uk/art/artists/louise-hutchinson-1329
1566,1330,"Hutton, Clarke",Male,1898–1984,1898.0,1984.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/clarke-hutton-1330
1567,9638,"Huws, Bethan",Female,born 1961,1961.0,,"Bangor, United Kingdom",,http://www.tate.org.uk/art/artists/bethan-huws-9638
1568,1331,"Huxley, Paul",Male,born 1938,1938.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/paul-huxley-1331
1569,5463,"Huyghe, Pierre",Male,born 1962,1962.0,,"Paris, France",,http://www.tate.org.uk/art/artists/pierre-huyghe-5463
1570,291,"Huysmans, Jacob",Male,c.1630–c.1696,1630.0,1696.0,"Antwerpen, België","London, United Kingdom",http://www.tate.org.uk/art/artists/jacob-huysmans-291
1571,292,"Ibbetson, Julius Caesar",Male,1759–1817,1759.0,1817.0,"Farnley, United Kingdom",,http://www.tate.org.uk/art/artists/julius-caesar-ibbetson-292
1572,8673,"Iglesias, Cristina",Female,born 1956,1956.0,,"San Sebastián, España",,http://www.tate.org.uk/art/artists/cristina-iglesias-8673
1573,1332,"Illes, Arpad",Male,1908–1980,1908.0,1980.0,Magyarország,Budapest,http://www.tate.org.uk/art/artists/arpad-illes-1332
1574,1333,"Immendorff, Jörg",Male,1945 –2007,1945.0,2007.0,"Bleckede, Deutschland","Düsseldorf, Deutschland",http://www.tate.org.uk/art/artists/jorg-immendorff-1333
1575,1334,"Ince, Evelyn",Female,c.1886–1941,1886.0,1941.0,"Bhagalpur, Bharat","Hitchin, United Kingdom",http://www.tate.org.uk/art/artists/evelyn-ince-1334
1576,2432,"Ince, Joseph Murray",Male,1806–1859,1806.0,1859.0,"Presteigne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/joseph-murray-ince-2432
1577,293,"Inchbold, John William",Male,1830–1888,1830.0,1888.0,"Leeds, United Kingdom","Leeds, United Kingdom",http://www.tate.org.uk/art/artists/john-william-inchbold-293
1578,2382,"Indiana, Robert",Male,born 1928,1928.0,,"New Castle, United States",,http://www.tate.org.uk/art/artists/robert-indiana-2382
1579,1335,"Inlander, Henry",Male,1925–1983,1925.0,1983.0,"Wien, Österreich",,http://www.tate.org.uk/art/artists/henry-inlander-1335
1580,2379,"Innes, Callum",Male,born 1962,1962.0,,"Edinburgh, United Kingdom",,http://www.tate.org.uk/art/artists/callum-innes-2379
1581,1336,"Innes, James Dickson",Male,1887–1914,1887.0,1914.0,"Llanelli, United Kingdom","Swanley, United Kingdom",http://www.tate.org.uk/art/artists/james-dickson-innes-1336
1582,1337,"Inshaw, David",Male,born 1943,1943.0,,"Staffordshire, United Kingdom",,http://www.tate.org.uk/art/artists/david-inshaw-1337
1583,1338,International Local (Sarah Charlesworth; Joseph Kosuth; Anthony McCall),,"born 1945, born 1945, born 1946",1945.0,,,,http://www.tate.org.uk/art/artists/international-local-sarah-charlesworth-joseph-kosuth-anthony-mccall-1338
1584,4561,Inventory,,founded 1996,1996.0,,,,http://www.tate.org.uk/art/artists/inventory-4561
1585,1339,"Ipoustéguy, Jean",Male,born 1920,1920.0,,"Dun-sur-Meuse, France",,http://www.tate.org.uk/art/artists/jean-robert-ipousteguy-1339
1586,1340,"Ireland, Geoffrey",Male,born 1923,1923.0,,,,http://www.tate.org.uk/art/artists/geoffrey-ireland-1340
1587,1341,"Ironside, Robin",Male,1912–1965,1912.0,1965.0,"London, United Kingdom",,http://www.tate.org.uk/art/artists/robin-ironside-1341
1588,1342,"Irvin, Albert",Male,born 1922,1922.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/albert-irvin-1342
1589,10747,"Irvine, Jaki",Female,born 1966,1966.0,,"Dublin, Éire",,http://www.tate.org.uk/art/artists/jaki-irvine-10747
1590,1343,"Irwin, Gwyther",Male,1931–2008,1931.0,2008.0,"Cornwall, United Kingdom",,http://www.tate.org.uk/art/artists/gwyther-irwin-1343
1591,10089,"Islam, Runa",Female,born 1970,1970.0,,Bangladesh,,http://www.tate.org.uk/art/artists/runa-islam-10089
1592,2345,Italian or German (?) School 17th century,,1600–1699,1600.0,1699.0,,,http://www.tate.org.uk/art/artists/italian-or-german-school-17th-century-2345
1593,5741,"Ivanov, Sergei",,1885–1942,1885.0,1942.0,,,http://www.tate.org.uk/art/artists/sergei-ivanov-5741
1594,7504,"Ivekovic, Sanja",Female,born 1949,1949.0,,"Zagreb, Hrvatska",,http://www.tate.org.uk/art/artists/sanja-ivekovic-7504
1595,8378,"Jaar, Alfredo",Male,born 1956,1956.0,,"Santiago, Chile",,http://www.tate.org.uk/art/artists/alfredo-jaar-8378
1596,1344,"Jack, Richard",Male,1866–1952,1866.0,1952.0,"Sunderland, United Kingdom","Québec, Canada",http://www.tate.org.uk/art/artists/richard-jack-1344
1597,1345,"Jacklin, Bill",Male,born 1943,1943.0,,"London, United Kingdom",,http://www.tate.org.uk/art/artists/bill-jacklin-1345
1598,1346,"Jackson, Alexander Young",Male,1882–1974,1882.0,1974.0,"Montreal, Canada",,http://www.tate.org.uk/art/artists/alexander-young-jackson-1346
1599,1347,"Jackson, Arthur",Male,1911–2003,1911.0,2003.0,"Rotherham, United Kingdom",,http://www.tate.org.uk/art/artists/arthur-jackson-1347
1600,1348,"Jackson, F. Ernest",Male,1872–1945,1872.0,1945.0,"Huddersfield, United Kingdom","Oxford, United Kingdom",http://www.tate.org.uk/art/artists/f-ernest-jackson-1348
1601,294,"Jackson, Gilbert",Male,active 1621–1642,1621.0,1642.0,,,http://www.tate.org.uk/art/artists/gilbert-jackson-294
1602,295,"Jackson, John",Male,1778–1831,1778.0,1831.0,"North Yorkshire, United Kingdom","Saint John's Wood, United Kingdom",http://www.tate.org.uk/art/artists/john-jackson-295
1603,11954,"Jackson, Melanie",Female,born 1968,1968.0,,"Midlands, United Kingdom",,http://www.tate.org.uk/art/artists/melanie-jackson-11954
1604,2433,"Jackson, Samuel Phillips",Male,1830–1904,1830.0,1904.0,"Bristol, United Kingdom",,http://www.tate.org.uk/art/artists/samuel-phillips-jackson-2433
1605,1349,"Jacobs, Janice",Female,born 1947,1947.0,,,,http://www.tate.org.uk/art/artists/janice-jacobs-1349
1606,1350,"Jacovleff, Alexandre",Male,1887–1938,1887.0,1938.0,"Sankt-Peterburg, Rossiya","Paris, France",http://www.tate.org.uk/art/artists/alexandre-jacovleff-1350
1607,1351,"Jagger, Charles Sargeant",Male,1885–1934,1885.0,1934.0,"England, United Kingdom",London,http://www.tate.org.uk/art/artists/charles-sargeant-jagger-1351
1608,1352,"James, A. Gosset",Male,1875–1950,1875.0,1950.0,"England, United Kingdom",Stow-on-the-Wold,http://www.tate.org.uk/art/artists/a-gosset-james-1352
1609,1353,"Jamieson, Alexander",Male,1873–1937,1873.0,1937.0,"Glasgow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/alexander-jamieson-1353
1610,14955,"Janas, Piotr",Male,born 1970,1970.0,,"Warszawa, Polska",,http://www.tate.org.uk/art/artists/piotr-janas-14955
1611,1354,"Janecek, Ota",Male,1919–1996,1919.0,1996.0,"Pardubice, Ceská Republika",,http://www.tate.org.uk/art/artists/ota-janecek-1354
1612,6880,"Jankowski, Christian",Male,born 1968,1968.0,,"Göttingen, Deutschland",,http://www.tate.org.uk/art/artists/christian-jankowski-6880
1613,2235,"Janowich, Ron",Male,born 1948,1948.0,,United States,,http://www.tate.org.uk/art/artists/ron-janowich-2235
1614,1355,"Jansen, Angela",Female,born 1929,1929.0,,United States,,http://www.tate.org.uk/art/artists/angela-jansen-1355
1615,2286,"Janssen, Horst",Male,1929–1995,1929.0,1995.0,"Hamburg, Deutschland","Oldenburg, Deutschland",http://www.tate.org.uk/art/artists/horst-janssen-2286
1616,4779,"Jantjes, Gavin",Male,born 1948,1948.0,,"Cape Town, South Africa",,http://www.tate.org.uk/art/artists/gavin-jantjes-4779
1617,1356,"Japp, Darsie",Male,1883–1973,1883.0,1973.0,"Liverpool, United Kingdom",,http://www.tate.org.uk/art/artists/darsie-japp-1356
1618,1357,"Jaray, Tess",Female,born 1937,1937.0,,"Wien, Österreich",,http://www.tate.org.uk/art/artists/tess-jaray-1357
1619,2327,"Jarman, Derek",Male,1942–1994,1942.0,1994.0,"Kent, United Kingdom",,http://www.tate.org.uk/art/artists/derek-jarman-2327
1620,18265,"Jayasankar, KP",Male,,,,,,http://www.tate.org.uk/art/artists/kp-jayasankar-18265
1621,16444,"Jeanneret, Pierre",Male,1896–1967,1896.0,1967.0,"Genève, Schweiz","Genève, Schweiz",http://www.tate.org.uk/art/artists/pierre-jeanneret-16444
1622,2434,"Jefferys, James",Male,c.1751–1784,1751.0,1784.0,"Maidstone, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-jefferys-2434
1623,1358,"Jemec, Andrej",Male,born 1934,1934.0,,"Ljubljana, Slovenija",,http://www.tate.org.uk/art/artists/andrej-jemec-1358
1624,1359,"Jenkins, Paul",Male,1923–2012,1923.0,2012.0,"Kansas City, United States","New York, United States",http://www.tate.org.uk/art/artists/paul-jenkins-1359
1625,2779,"Jenney, Neil",Male,born 1945,1945.0,,"Torrington, United States",,http://www.tate.org.uk/art/artists/neil-jenney-2779
1626,1360,"Jennings, Humphrey",Male,1907–1950,1907.0,1950.0,"Walberswick, United Kingdom",Ellás,http://www.tate.org.uk/art/artists/humphrey-jennings-1360
1627,296,"Jennings, William George",Male,1763–1854,1763.0,1854.0,,,http://www.tate.org.uk/art/artists/william-george-jennings-296
1628,2275,"Jensen, Bill",Male,born 1945,1945.0,,"Minneapolis, United States",,http://www.tate.org.uk/art/artists/bill-jensen-2275
1629,10804,"Jensen, Sergej",Male,born 1973,1973.0,,Danmark,,http://www.tate.org.uk/art/artists/sergej-jensen-10804
1630,1361,"Jesih, Boris",Male,born 1943,1943.0,,"Škofja Loka, Slovenija",,http://www.tate.org.uk/art/artists/boris-jesih-1361
1631,14318,Jess,Male,1923–2004,1923.0,2004.0,"Long Beach, United States","San Francisco, United States",http://www.tate.org.uk/art/artists/jess-14318
